Geography,Date,ASP,type
Syracuse,2016-08-14,1.35,Conventional
Tampa,2016-08-14,1.14,Conventional
TotalUS,2016-08-14,1.12,Conventional
West,2016-08-14,1.0,Conventional
WestTexNewMexico,2016-08-14,0.93,Conventional
Albany,2016-08-14,1.72,organic
Atlanta,2016-08-14,1.58,organic
BaltimoreWashington,2016-08-14,1.76,organic
Boise,2016-08-14,1.87,organic
Boston,2016-08-14,1.23,organic
BuffaloRochester,2016-08-14,1.55,organic
California,2016-08-14,1.47,organic
Charlotte,2016-08-14,1.82,organic
Chicago,2016-08-14,2.09,organic
CincinnatiDayton,2016-08-14,1.3,organic
Columbus,2016-08-14,1.54,organic
DallasFtWorth,2016-08-14,0.86,organic
Denver,2016-08-14,1.19,organic
Detroit,2016-08-14,1.45,organic
GrandRapids,2016-08-14,1.93,organic
GreatLakes,2016-08-14,1.67,organic
HarrisburgScranton,2016-08-14,1.62,organic
HartfordSpringfield,2016-08-14,2.19,organic
Houston,2016-08-14,1.1,organic
Indianapolis,2016-08-14,1.67,organic
Jacksonville,2016-08-14,2.1,organic
LasVegas,2016-08-14,2.14,organic
LosAngeles,2016-08-14,1.2,organic
Louisville,2016-08-14,1.59,organic
MiamiFtLauderdale,2016-08-14,1.34,organic
Midsouth,2016-08-14,1.62,organic
Nashville,2016-08-14,1.48,organic
NewOrleansMobile,2016-08-14,1.55,organic
NewYork,2016-08-14,2.27,organic
Northeast,2016-08-14,1.85,organic
NorthernNewEngland,2016-08-14,1.4,organic
Orlando,2016-08-14,1.88,organic
Philadelphia,2016-08-14,2.06,organic
PhoenixTucson,2016-08-14,2.13,organic
Pittsburgh,2016-08-14,1.54,organic
Plains,2016-08-14,1.82,organic
Portland,2016-08-14,1.74,organic
RaleighGreensboro,2016-08-14,1.84,organic
RichmondNorfolk,2016-08-14,1.43,organic
Roanoke,2016-08-14,1.26,organic
Sacramento,2016-08-14,1.96,organic
SanDiego,2016-08-14,1.91,organic
SanFrancisco,2016-08-14,2.02,organic
Seattle,2016-08-14,2.19,organic
SouthCarolina,2016-08-14,1.61,organic
SouthCentral,2016-08-14,0.98,organic
Southeast,2016-08-14,1.63,organic
Spokane,2016-08-14,2.25,organic
StLouis,2016-08-14,1.97,organic
Syracuse,2016-08-14,1.53,organic
Tampa,2016-08-14,1.35,organic
TotalUS,2016-08-14,1.48,organic
West,2016-08-14,1.75,organic
WestTexNewMexico,2016-08-14,1.72,organic
Albany,2016-08-21,1.43,Conventional
Atlanta,2016-08-21,0.94,Conventional
BaltimoreWashington,2016-08-21,1.48,Conventional
Boise,2016-08-21,0.9,Conventional
Boston,2016-08-21,1.31,Conventional
BuffaloRochester,2016-08-21,1.33,Conventional
California,2016-08-21,1.05,Conventional
Charlotte,2016-08-21,1.38,Conventional
Chicago,2016-08-21,1.63,Conventional
CincinnatiDayton,2016-08-21,1.07,Conventional
Columbus,2016-08-21,1.2,Conventional
DallasFtWorth,2016-08-21,0.77,Conventional
Denver,2016-08-21,1.22,Conventional
Detroit,2016-08-21,1.15,Conventional
GrandRapids,2016-08-21,1.63,Conventional
GreatLakes,2016-08-21,1.34,Conventional
HarrisburgScranton,2016-08-21,1.28,Conventional
HartfordSpringfield,2016-08-21,1.46,Conventional
Houston,2016-08-21,0.9,Conventional
Indianapolis,2016-08-21,1.3,Conventional
Jacksonville,2016-08-21,1.11,Conventional
LasVegas,2016-08-21,1.0,Conventional
LosAngeles,2016-08-21,0.93,Conventional
Louisville,2016-08-21,1.16,Conventional
MiamiFtLauderdale,2016-08-21,1.23,Conventional
Midsouth,2016-08-21,1.27,Conventional
Nashville,2016-08-21,1.09,Conventional
NewOrleansMobile,2016-08-21,1.04,Conventional
NewYork,2016-08-21,1.47,Conventional
Northeast,2016-08-21,1.4,Conventional
NorthernNewEngland,2016-08-21,1.34,Conventional
Orlando,2016-08-21,1.19,Conventional
Philadelphia,2016-08-21,1.45,Conventional
PhoenixTucson,2016-08-21,0.58,Conventional
Pittsburgh,2016-08-21,1.42,Conventional
Plains,2016-08-21,1.21,Conventional
Portland,2016-08-21,0.92,Conventional
RaleighGreensboro,2016-08-21,1.29,Conventional
RichmondNorfolk,2016-08-21,1.11,Conventional
Roanoke,2016-08-21,1.04,Conventional
Sacramento,2016-08-21,1.27,Conventional
SanDiego,2016-08-21,0.94,Conventional
SanFrancisco,2016-08-21,1.28,Conventional
Seattle,2016-08-21,1.11,Conventional
SouthCarolina,2016-08-21,1.08,Conventional
SouthCentral,2016-08-21,0.87,Conventional
Southeast,2016-08-21,1.11,Conventional
Spokane,2016-08-21,1.09,Conventional
StLouis,2016-08-21,1.03,Conventional
Syracuse,2016-08-21,1.44,Conventional
Tampa,2016-08-21,1.14,Conventional
TotalUS,2016-08-21,1.1,Conventional
West,2016-08-21,0.93,Conventional
WestTexNewMexico,2016-08-21,0.92,Conventional
Albany,2016-08-21,1.67,organic
Atlanta,2016-08-21,1.62,organic
BaltimoreWashington,2016-08-21,1.77,organic
Boise,2016-08-21,1.64,organic
Boston,2016-08-21,1.28,organic
BuffaloRochester,2016-08-21,1.51,organic
California,2016-08-21,1.53,organic
Charlotte,2016-08-21,1.78,organic
Chicago,2016-08-21,2.08,organic
CincinnatiDayton,2016-08-21,1.13,organic
Columbus,2016-08-21,1.67,organic
DallasFtWorth,2016-08-21,0.86,organic
Denver,2016-08-21,1.78,organic
Detroit,2016-08-21,1.4,organic
GrandRapids,2016-08-21,1.94,organic
GreatLakes,2016-08-21,1.65,organic
HarrisburgScranton,2016-08-21,1.56,organic
HartfordSpringfield,2016-08-21,2.09,organic
Houston,2016-08-21,0.98,organic
Indianapolis,2016-08-21,1.59,organic
Jacksonville,2016-08-21,2.0,organic
LasVegas,2016-08-21,1.99,organic
LosAngeles,2016-08-21,1.19,organic
Louisville,2016-08-21,1.53,organic
MiamiFtLauderdale,2016-08-21,1.34,organic
Midsouth,2016-08-21,1.65,organic
Nashville,2016-08-21,1.48,organic
NewOrleansMobile,2016-08-21,1.56,organic
NewYork,2016-08-21,2.16,organic
Northeast,2016-08-21,1.75,organic
NorthernNewEngland,2016-08-21,1.43,organic
Orlando,2016-08-21,1.85,organic
Philadelphia,2016-08-21,1.87,organic
PhoenixTucson,2016-08-21,2.08,organic
Pittsburgh,2016-08-21,1.54,organic
Plains,2016-08-21,1.8,organic
Portland,2016-08-21,1.67,organic
RaleighGreensboro,2016-08-21,1.83,organic
RichmondNorfolk,2016-08-21,1.56,organic
Roanoke,2016-08-21,1.41,organic
Sacramento,2016-08-21,2.19,organic
SanDiego,2016-08-21,1.92,organic
SanFrancisco,2016-08-21,2.37,organic
Seattle,2016-08-21,1.83,organic
SouthCarolina,2016-08-21,1.6,organic
SouthCentral,2016-08-21,0.97,organic
Southeast,2016-08-21,1.65,organic
Spokane,2016-08-21,1.95,organic
StLouis,2016-08-21,1.88,organic
Syracuse,2016-08-21,1.53,organic
Tampa,2016-08-21,1.36,organic
TotalUS,2016-08-21,1.51,organic
West,2016-08-21,1.82,organic
WestTexNewMexico,2016-08-21,1.76,organic
Albany,2016-08-28,1.18,Conventional
Atlanta,2016-08-28,0.95,Conventional
BaltimoreWashington,2016-08-28,1.57,Conventional
Boise,2016-08-28,0.99,Conventional
Boston,2016-08-28,1.37,Conventional
BuffaloRochester,2016-08-28,1.4,Conventional
California,2016-08-28,0.99,Conventional
Charlotte,2016-08-28,1.4,Conventional
Chicago,2016-08-28,1.6,Conventional
CincinnatiDayton,2016-08-28,1.13,Conventional
Columbus,2016-08-28,1.07,Conventional
DallasFtWorth,2016-08-28,0.74,Conventional
Denver,2016-08-28,0.91,Conventional
Detroit,2016-08-28,1.01,Conventional
GrandRapids,2016-08-28,1.45,Conventional
GreatLakes,2016-08-28,1.27,Conventional
HarrisburgScranton,2016-08-28,1.32,Conventional
HartfordSpringfield,2016-08-28,1.59,Conventional
Houston,2016-08-28,0.88,Conventional
Indianapolis,2016-08-28,1.27,Conventional
Jacksonville,2016-08-28,1.14,Conventional
LasVegas,2016-08-28,1.03,Conventional
LosAngeles,2016-08-28,0.81,Conventional
Louisville,2016-08-28,1.13,Conventional
MiamiFtLauderdale,2016-08-28,1.22,Conventional
Midsouth,2016-08-28,1.3,Conventional
Nashville,2016-08-28,1.09,Conventional
NewOrleansMobile,2016-08-28,1.02,Conventional
NewYork,2016-08-28,1.58,Conventional
Northeast,2016-08-28,1.4,Conventional
NorthernNewEngland,2016-08-28,1.08,Conventional
Orlando,2016-08-28,1.18,Conventional
Philadelphia,2016-08-28,1.49,Conventional
PhoenixTucson,2016-08-28,0.79,Conventional
Pittsburgh,2016-08-28,1.4,Conventional
Plains,2016-08-28,1.22,Conventional
Portland,2016-08-28,0.99,Conventional
RaleighGreensboro,2016-08-28,1.29,Conventional
RichmondNorfolk,2016-08-28,1.06,Conventional
Roanoke,2016-08-28,1.03,Conventional
Sacramento,2016-08-28,1.33,Conventional
SanDiego,2016-08-28,0.9,Conventional
SanFrancisco,2016-08-28,1.38,Conventional
Seattle,2016-08-28,1.08,Conventional
SouthCarolina,2016-08-28,1.11,Conventional
SouthCentral,2016-08-28,0.84,Conventional
Southeast,2016-08-28,1.11,Conventional
Spokane,2016-08-28,1.12,Conventional
StLouis,2016-08-28,1.15,Conventional
Syracuse,2016-08-28,1.38,Conventional
Tampa,2016-08-28,1.14,Conventional
TotalUS,2016-08-28,1.09,Conventional
West,2016-08-28,0.96,Conventional
WestTexNewMexico,2016-08-28,0.93,Conventional
Albany,2016-08-28,1.66,organic
Atlanta,2016-08-28,1.14,organic
BaltimoreWashington,2016-08-28,2.05,organic
Boise,2016-08-28,2.24,organic
Boston,2016-08-28,1.36,organic
BuffaloRochester,2016-08-28,1.54,organic
California,2016-08-28,1.63,organic
Charlotte,2016-08-28,1.78,organic
Chicago,2016-08-28,2.09,organic
CincinnatiDayton,2016-08-28,0.77,organic
Columbus,2016-08-28,1.32,organic
DallasFtWorth,2016-08-28,1.02,organic
Denver,2016-08-28,1.47,organic
Detroit,2016-08-28,1.14,organic
GrandRapids,2016-08-28,1.8,organic
GreatLakes,2016-08-28,1.29,organic
HarrisburgScranton,2016-08-28,1.69,organic
HartfordSpringfield,2016-08-28,2.23,organic
Houston,2016-08-28,0.91,organic
Indianapolis,2016-08-28,1.25,organic
Jacksonville,2016-08-28,1.73,organic
LasVegas,2016-08-28,2.02,organic
LosAngeles,2016-08-28,1.26,organic
Louisville,2016-08-28,1.23,organic
MiamiFtLauderdale,2016-08-28,1.36,organic
Midsouth,2016-08-28,1.51,organic
Nashville,2016-08-28,1.3,organic
NewOrleansMobile,2016-08-28,1.49,organic
NewYork,2016-08-28,2.32,organic
Northeast,2016-08-28,1.84,organic
NorthernNewEngland,2016-08-28,1.51,organic
Orlando,2016-08-28,1.8,organic
Philadelphia,2016-08-28,2.06,organic
PhoenixTucson,2016-08-28,2.18,organic
Pittsburgh,2016-08-28,1.52,organic
Plains,2016-08-28,1.67,organic
Portland,2016-08-28,2.06,organic
RaleighGreensboro,2016-08-28,1.79,organic
RichmondNorfolk,2016-08-28,1.32,organic
Roanoke,2016-08-28,1.05,organic
Sacramento,2016-08-28,2.23,organic
SanDiego,2016-08-28,1.89,organic
SanFrancisco,2016-08-28,2.38,organic
Seattle,2016-08-28,2.24,organic
SouthCarolina,2016-08-28,1.51,organic
SouthCentral,2016-08-28,1.04,organic
Southeast,2016-08-28,1.41,organic
Spokane,2016-08-28,2.51,organic
StLouis,2016-08-28,1.04,organic
Syracuse,2016-08-28,1.54,organic
Tampa,2016-08-28,1.39,organic
TotalUS,2016-08-28,1.49,organic
West,2016-08-28,1.92,organic
WestTexNewMexico,2016-08-28,1.69,organic
Albany,2016-09-04,1.44,Conventional
Atlanta,2016-09-04,0.89,Conventional
BaltimoreWashington,2016-09-04,1.51,Conventional
Boise,2016-09-04,1.01,Conventional
Boston,2016-09-04,1.41,Conventional
BuffaloRochester,2016-09-04,1.48,Conventional
California,2016-09-04,1.08,Conventional
Charlotte,2016-09-04,1.33,Conventional
Chicago,2016-09-04,1.6,Conventional
CincinnatiDayton,2016-09-04,1.12,Conventional
Columbus,2016-09-04,1.06,Conventional
DallasFtWorth,2016-09-04,0.74,Conventional
Denver,2016-09-04,0.91,Conventional
Detroit,2016-09-04,1.08,Conventional
GrandRapids,2016-09-04,1.52,Conventional
GreatLakes,2016-09-04,1.3,Conventional
HarrisburgScranton,2016-09-04,1.15,Conventional
HartfordSpringfield,2016-09-04,1.54,Conventional
Houston,2016-09-04,0.72,Conventional
Indianapolis,2016-09-04,1.31,Conventional
Jacksonville,2016-09-04,0.94,Conventional
LasVegas,2016-09-04,1.03,Conventional
LosAngeles,2016-09-04,0.88,Conventional
Louisville,2016-09-04,1.11,Conventional
MiamiFtLauderdale,2016-09-04,0.97,Conventional
Midsouth,2016-09-04,1.2,Conventional
Nashville,2016-09-04,0.73,Conventional
NewOrleansMobile,2016-09-04,0.94,Conventional
NewYork,2016-09-04,1.47,Conventional
Northeast,2016-09-04,1.4,Conventional
NorthernNewEngland,2016-09-04,1.38,Conventional
Orlando,2016-09-04,0.97,Conventional
Philadelphia,2016-09-04,1.3,Conventional
PhoenixTucson,2016-09-04,0.64,Conventional
Pittsburgh,2016-09-04,1.23,Conventional
Plains,2016-09-04,1.1,Conventional
Portland,2016-09-04,1.01,Conventional
RaleighGreensboro,2016-09-04,1.27,Conventional
RichmondNorfolk,2016-09-04,1.11,Conventional
Roanoke,2016-09-04,1.01,Conventional
Sacramento,2016-09-04,1.32,Conventional
SanDiego,2016-09-04,1.06,Conventional
SanFrancisco,2016-09-04,1.47,Conventional
Seattle,2016-09-04,1.13,Conventional
SouthCarolina,2016-09-04,1.03,Conventional
SouthCentral,2016-09-04,0.78,Conventional
Southeast,2016-09-04,0.96,Conventional
Spokane,2016-09-04,1.12,Conventional
StLouis,2016-09-04,1.16,Conventional
Syracuse,2016-09-04,1.53,Conventional
Tampa,2016-09-04,0.95,Conventional
TotalUS,2016-09-04,1.04,Conventional
West,2016-09-04,0.92,Conventional
WestTexNewMexico,2016-09-04,0.88,Conventional
Albany,2016-09-04,1.73,organic
Atlanta,2016-09-04,1.38,organic
BaltimoreWashington,2016-09-04,2.03,organic
Boise,2016-09-04,1.47,organic
Boston,2016-09-04,1.73,organic
BuffaloRochester,2016-09-04,1.53,organic
California,2016-09-04,1.65,organic
Charlotte,2016-09-04,1.81,organic
Chicago,2016-09-04,2.08,organic
CincinnatiDayton,2016-09-04,1.34,organic
Columbus,2016-09-04,1.17,organic
DallasFtWorth,2016-09-04,1.05,organic
Denver,2016-09-04,1.15,organic
Detroit,2016-09-04,1.03,organic
GrandRapids,2016-09-04,1.96,organic
GreatLakes,2016-09-04,1.47,organic
HarrisburgScranton,2016-09-04,1.85,organic
HartfordSpringfield,2016-09-04,2.34,organic
Houston,2016-09-04,0.91,organic
Indianapolis,2016-09-04,1.56,organic
Jacksonville,2016-09-04,1.87,organic
LasVegas,2016-09-04,2.02,organic
LosAngeles,2016-09-04,1.29,organic
Louisville,2016-09-04,1.04,organic
MiamiFtLauderdale,2016-09-04,1.36,organic
Midsouth,2016-09-04,1.52,organic
Nashville,2016-09-04,0.93,organic
NewOrleansMobile,2016-09-04,1.52,organic
NewYork,2016-09-04,2.15,organic
Northeast,2016-09-04,1.92,organic
NorthernNewEngland,2016-09-04,1.58,organic
Orlando,2016-09-04,1.85,organic
Philadelphia,2016-09-04,2.04,organic
PhoenixTucson,2016-09-04,2.15,organic
Pittsburgh,2016-09-04,1.53,organic
Plains,2016-09-04,1.76,organic
Portland,2016-09-04,1.34,organic
RaleighGreensboro,2016-09-04,1.83,organic
RichmondNorfolk,2016-09-04,1.29,organic
Roanoke,2016-09-04,1.15,organic
Sacramento,2016-09-04,2.19,organic
SanDiego,2016-09-04,1.79,organic
SanFrancisco,2016-09-04,2.38,organic
Seattle,2016-09-04,2.09,organic
SouthCarolina,2016-09-04,1.6,organic
SouthCentral,2016-09-04,1.08,organic
Southeast,2016-09-04,1.54,organic
Spokane,2016-09-04,1.93,organic
StLouis,2016-09-04,1.06,organic
Syracuse,2016-09-04,1.56,organic
Tampa,2016-09-04,1.37,organic
TotalUS,2016-09-04,1.54,organic
West,2016-09-04,1.61,organic
WestTexNewMexico,2016-09-04,1.82,organic
Albany,2016-09-11,1.37,Conventional
Atlanta,2016-09-11,0.9,Conventional
BaltimoreWashington,2016-09-11,1.34,Conventional
Boise,2016-09-11,0.89,Conventional
Boston,2016-09-11,1.27,Conventional
BuffaloRochester,2016-09-11,1.38,Conventional
California,2016-09-11,1.12,Conventional
Charlotte,2016-09-11,1.42,Conventional
Chicago,2016-09-11,1.67,Conventional
CincinnatiDayton,2016-09-11,1.04,Conventional
Columbus,2016-09-11,1.06,Conventional
DallasFtWorth,2016-09-11,0.79,Conventional
Denver,2016-09-11,0.98,Conventional
Detroit,2016-09-11,1.09,Conventional
GrandRapids,2016-09-11,1.58,Conventional
GreatLakes,2016-09-11,1.3,Conventional
HarrisburgScranton,2016-09-11,1.19,Conventional
HartfordSpringfield,2016-09-11,1.22,Conventional
Houston,2016-09-11,0.76,Conventional
Indianapolis,2016-09-11,1.29,Conventional
Jacksonville,2016-09-11,1.1,Conventional
LasVegas,2016-09-11,0.89,Conventional
LosAngeles,2016-09-11,0.95,Conventional
Louisville,2016-09-11,1.21,Conventional
MiamiFtLauderdale,2016-09-11,1.2,Conventional
Midsouth,2016-09-11,1.18,Conventional
Nashville,2016-09-11,0.75,Conventional
NewOrleansMobile,2016-09-11,1.13,Conventional
NewYork,2016-09-11,1.26,Conventional
Northeast,2016-09-11,1.28,Conventional
NorthernNewEngland,2016-09-11,1.44,Conventional
Orlando,2016-09-11,1.18,Conventional
Philadelphia,2016-09-11,1.24,Conventional
PhoenixTucson,2016-09-11,0.88,Conventional
Pittsburgh,2016-09-11,1.33,Conventional
Plains,2016-09-11,1.18,Conventional
Portland,2016-09-11,0.88,Conventional
RaleighGreensboro,2016-09-11,1.31,Conventional
RichmondNorfolk,2016-09-11,1.13,Conventional
Roanoke,2016-09-11,1.02,Conventional
Sacramento,2016-09-11,1.34,Conventional
SanDiego,2016-09-11,1.08,Conventional
SanFrancisco,2016-09-11,1.43,Conventional
Seattle,2016-09-11,1.0,Conventional
SouthCarolina,2016-09-11,1.08,Conventional
SouthCentral,2016-09-11,0.82,Conventional
Southeast,2016-09-11,1.08,Conventional
Spokane,2016-09-11,0.98,Conventional
StLouis,2016-09-11,1.05,Conventional
Syracuse,2016-09-11,1.35,Conventional
Tampa,2016-09-11,1.16,Conventional
TotalUS,2016-09-11,1.08,Conventional
West,2016-09-11,0.96,Conventional
WestTexNewMexico,2016-09-11,0.73,Conventional
Albany,2016-09-11,1.68,organic
Atlanta,2016-09-11,1.43,organic
BaltimoreWashington,2016-09-11,2.14,organic
Boise,2016-09-11,1.29,organic
Boston,2016-09-11,1.84,organic
BuffaloRochester,2016-09-11,1.51,organic
California,2016-09-11,1.55,organic
Charlotte,2016-09-11,1.75,organic
Chicago,2016-09-11,2.07,organic
CincinnatiDayton,2016-09-11,1.13,organic
Columbus,2016-09-11,1.12,organic
DallasFtWorth,2016-09-11,1.16,organic
Denver,2016-09-11,1.4,organic
Detroit,2016-09-11,0.93,organic
GrandRapids,2016-09-11,1.91,organic
GreatLakes,2016-09-11,1.43,organic
HarrisburgScranton,2016-09-11,2.03,organic
HartfordSpringfield,2016-09-11,2.27,organic
Houston,2016-09-11,0.87,organic
Indianapolis,2016-09-11,1.59,organic
Jacksonville,2016-09-11,1.87,organic
LasVegas,2016-09-11,2.2,organic
LosAngeles,2016-09-11,1.2,organic
Louisville,2016-09-11,1.07,organic
MiamiFtLauderdale,2016-09-11,1.36,organic
Midsouth,2016-09-11,1.5,organic
Nashville,2016-09-11,0.93,organic
NewOrleansMobile,2016-09-11,1.42,organic
NewYork,2016-09-11,2.06,organic
Northeast,2016-09-11,1.95,organic
NorthernNewEngland,2016-09-11,1.65,organic
Orlando,2016-09-11,1.47,organic
Philadelphia,2016-09-11,2.08,organic
PhoenixTucson,2016-09-11,2.16,organic
Pittsburgh,2016-09-11,1.49,organic
Plains,2016-09-11,1.86,organic
Portland,2016-09-11,1.22,organic
RaleighGreensboro,2016-09-11,1.77,organic
RichmondNorfolk,2016-09-11,1.24,organic
Roanoke,2016-09-11,1.08,organic
Sacramento,2016-09-11,2.19,organic
SanDiego,2016-09-11,1.59,organic
SanFrancisco,2016-09-11,2.37,organic
Seattle,2016-09-11,1.39,organic
SouthCarolina,2016-09-11,1.6,organic
SouthCentral,2016-09-11,1.07,organic
Southeast,2016-09-11,1.5,organic
Spokane,2016-09-11,1.53,organic
StLouis,2016-09-11,1.52,organic
Syracuse,2016-09-11,1.54,organic
Tampa,2016-09-11,1.35,organic
TotalUS,2016-09-11,1.52,organic
West,2016-09-11,1.48,organic
WestTexNewMexico,2016-09-11,1.87,organic
Albany,2016-09-18,1.39,Conventional
Atlanta,2016-09-18,1.01,Conventional
BaltimoreWashington,2016-09-18,1.5,Conventional
Boise,2016-09-18,0.97,Conventional
Boston,2016-09-18,1.45,Conventional
BuffaloRochester,2016-09-18,1.54,Conventional
California,2016-09-18,1.22,Conventional
Charlotte,2016-09-18,1.43,Conventional
Chicago,2016-09-18,1.7,Conventional
CincinnatiDayton,2016-09-18,0.96,Conventional
Columbus,2016-09-18,1.07,Conventional
DallasFtWorth,2016-09-18,0.8,Conventional
Denver,2016-09-18,1.02,Conventional
Detroit,2016-09-18,1.1,Conventional
GrandRapids,2016-09-18,1.49,Conventional
GreatLakes,2016-09-18,1.28,Conventional
HarrisburgScranton,2016-09-18,1.26,Conventional
HartfordSpringfield,2016-09-18,1.51,Conventional
Houston,2016-09-18,0.83,Conventional
Indianapolis,2016-09-18,1.26,Conventional
Jacksonville,2016-09-18,1.05,Conventional
LasVegas,2016-09-18,1.12,Conventional
LosAngeles,2016-09-18,1.06,Conventional
Louisville,2016-09-18,1.26,Conventional
MiamiFtLauderdale,2016-09-18,1.19,Conventional
Midsouth,2016-09-18,1.28,Conventional
Nashville,2016-09-18,1.01,Conventional
NewOrleansMobile,2016-09-18,1.18,Conventional
NewYork,2016-09-18,1.5,Conventional
Northeast,2016-09-18,1.45,Conventional
NorthernNewEngland,2016-09-18,1.48,Conventional
Orlando,2016-09-18,1.16,Conventional
Philadelphia,2016-09-18,1.41,Conventional
PhoenixTucson,2016-09-18,1.0,Conventional
Pittsburgh,2016-09-18,1.27,Conventional
Plains,2016-09-18,1.24,Conventional
Portland,2016-09-18,0.94,Conventional
RaleighGreensboro,2016-09-18,1.27,Conventional
RichmondNorfolk,2016-09-18,1.18,Conventional
Roanoke,2016-09-18,1.06,Conventional
Sacramento,2016-09-18,1.39,Conventional
SanDiego,2016-09-18,1.18,Conventional
SanFrancisco,2016-09-18,1.5,Conventional
Seattle,2016-09-18,1.03,Conventional
SouthCarolina,2016-09-18,1.12,Conventional
SouthCentral,2016-09-18,0.86,Conventional
Southeast,2016-09-18,1.11,Conventional
Spokane,2016-09-18,1.05,Conventional
StLouis,2016-09-18,1.17,Conventional
Syracuse,2016-09-18,1.46,Conventional
Tampa,2016-09-18,1.14,Conventional
TotalUS,2016-09-18,1.15,Conventional
West,2016-09-18,1.04,Conventional
WestTexNewMexico,2016-09-18,0.95,Conventional
Albany,2016-09-18,1.69,organic
Atlanta,2016-09-18,1.91,organic
BaltimoreWashington,2016-09-18,2.06,organic
Boise,2016-09-18,1.76,organic
Boston,2016-09-18,1.86,organic
BuffaloRochester,2016-09-18,1.52,organic
California,2016-09-18,1.84,organic
Charlotte,2016-09-18,1.74,organic
Chicago,2016-09-18,2.06,organic
CincinnatiDayton,2016-09-18,1.32,organic
Columbus,2016-09-18,1.58,organic
DallasFtWorth,2016-09-18,1.31,organic
Denver,2016-09-18,1.37,organic
Detroit,2016-09-18,1.37,organic
GrandRapids,2016-09-18,1.82,organic
GreatLakes,2016-09-18,1.65,organic
HarrisburgScranton,2016-09-18,2.06,organic
HartfordSpringfield,2016-09-18,2.36,organic
Houston,2016-09-18,0.9,organic
Indianapolis,2016-09-18,1.96,organic
Jacksonville,2016-09-18,1.36,organic
LasVegas,2016-09-18,2.04,organic
LosAngeles,2016-09-18,1.47,organic
Louisville,2016-09-18,1.31,organic
MiamiFtLauderdale,2016-09-18,1.36,organic
Midsouth,2016-09-18,1.74,organic
Nashville,2016-09-18,1.5,organic
NewOrleansMobile,2016-09-18,1.4,organic
NewYork,2016-09-18,2.36,organic
Northeast,2016-09-18,2.04,organic
NorthernNewEngland,2016-09-18,1.66,organic
Orlando,2016-09-18,1.4,organic
Philadelphia,2016-09-18,2.18,organic
PhoenixTucson,2016-09-18,2.13,organic
Pittsburgh,2016-09-18,1.51,organic
Plains,2016-09-18,1.78,organic
Portland,2016-09-18,1.46,organic
RaleighGreensboro,2016-09-18,1.85,organic
RichmondNorfolk,2016-09-18,1.52,organic
Roanoke,2016-09-18,1.52,organic
Sacramento,2016-09-18,2.17,organic
SanDiego,2016-09-18,2.15,organic
SanFrancisco,2016-09-18,2.39,organic
Seattle,2016-09-18,1.59,organic
SouthCarolina,2016-09-18,1.66,organic
SouthCentral,2016-09-18,1.14,organic
Southeast,2016-09-18,1.58,organic
Spokane,2016-09-18,1.51,organic
StLouis,2016-09-18,1.54,organic
Syracuse,2016-09-18,1.51,organic
Tampa,2016-09-18,1.35,organic
TotalUS,2016-09-18,1.67,organic
West,2016-09-18,1.59,organic
WestTexNewMexico,2016-09-18,1.77,organic
Albany,2016-09-25,1.62,Conventional
Atlanta,2016-09-25,1.26,Conventional
BaltimoreWashington,2016-09-25,1.58,Conventional
Boise,2016-09-25,0.91,Conventional
Boston,2016-09-25,1.53,Conventional
BuffaloRochester,2016-09-25,1.4,Conventional
California,2016-09-25,1.15,Conventional
Charlotte,2016-09-25,1.47,Conventional
Chicago,2016-09-25,1.8,Conventional
CincinnatiDayton,2016-09-25,1.09,Conventional
Columbus,2016-09-25,1.14,Conventional
DallasFtWorth,2016-09-25,0.92,Conventional
Denver,2016-09-25,1.15,Conventional
Detroit,2016-09-25,1.24,Conventional
GrandRapids,2016-09-25,1.55,Conventional
GreatLakes,2016-09-25,1.37,Conventional
HarrisburgScranton,2016-09-25,1.37,Conventional
HartfordSpringfield,2016-09-25,1.63,Conventional
Houston,2016-09-25,0.96,Conventional
Indianapolis,2016-09-25,1.39,Conventional
Jacksonville,2016-09-25,1.26,Conventional
LasVegas,2016-09-25,1.2,Conventional
LosAngeles,2016-09-25,1.0,Conventional
Louisville,2016-09-25,1.37,Conventional
MiamiFtLauderdale,2016-09-25,1.43,Conventional
Midsouth,2016-09-25,1.37,Conventional
Nashville,2016-09-25,1.16,Conventional
NewOrleansMobile,2016-09-25,1.19,Conventional
NewYork,2016-09-25,1.62,Conventional
Northeast,2016-09-25,1.53,Conventional
NorthernNewEngland,2016-09-25,1.58,Conventional
Orlando,2016-09-25,1.4,Conventional
Philadelphia,2016-09-25,1.54,Conventional
PhoenixTucson,2016-09-25,1.04,Conventional
Pittsburgh,2016-09-25,1.01,Conventional
Plains,2016-09-25,1.35,Conventional
Portland,2016-09-25,0.87,Conventional
RaleighGreensboro,2016-09-25,1.35,Conventional
RichmondNorfolk,2016-09-25,1.27,Conventional
Roanoke,2016-09-25,1.07,Conventional
Sacramento,2016-09-25,1.34,Conventional
SanDiego,2016-09-25,1.05,Conventional
SanFrancisco,2016-09-25,1.43,Conventional
Seattle,2016-09-25,1.03,Conventional
SouthCarolina,2016-09-25,1.25,Conventional
SouthCentral,2016-09-25,0.98,Conventional
Southeast,2016-09-25,1.32,Conventional
Spokane,2016-09-25,1.09,Conventional
StLouis,2016-09-25,1.06,Conventional
Syracuse,2016-09-25,1.54,Conventional
